Date,Open,High,Low,Close,Volume
1-Oct-09,184.01,184.69,178.60,178.99,11049061
30-Sep-09,184.77,185.48,181.82,184.35,10518806
29-Sep-09,182.99,184.78,182.13,183.58,7541118
28-Sep-09,180.14,182.78,178.66,182.50,7895536
25-Sep-09,182.18,183.10,177.70,179.50,12299602
24-Sep-09,184.92,185.60,181.17,183.06,10988681
23-Sep-09,186.31,188.00,183.64,183.64,10053170
22-Sep-09,183.88,185.80,182.58,185.52,7474773
21-Sep-09,181.69,183.73,181.41,182.39,6368600
18-Sep-09,181.69,183.95,180.65,183.18,8398526
17-Sep-09,179.88,183.00,179.55,181.46,9677452
16-Sep-09,177.82,179.87,176.50,179.87,8706011
15-Sep-09,178.00,178.00,175.46,176.66,8400521
14-Sep-09,173.28,177.90,173.16,177.71,8031027
11-Sep-09,176.80,177.81,174.37,174.70,11096494
10-Sep-09,171.00,175.36,170.13,174.87,13491666
9-Sep-09,167.80,170.56,167.16,170.27,10199353
8-Sep-09,165.25,167.25,165.05,167.22,10072025
4-Sep-09,161.54,163.85,161.36,162.97,6223842
3-Sep-09,159.92,162.25,159.55,161.66,8839472
2-Sep-09,160.13,161.44,158.14,158.54,10752977
1-Sep-09,164.80,166.38,159.93,160.17,12449402
31-Aug-09,162.95,165.59,161.25,165.46,9108384
28-Aug-09,165.87,166.25,163.40,164.42,7032645
27-Aug-09,165.69,165.90,163.25,165.02,7890582
26-Aug-09,164.29,166.41,163.70,165.95,8327410
25-Aug-09,163.33,165.30,163.04,164.94,9125971
24-Aug-09,164.36,166.26,162.58,162.58,9157032
21-Aug-09,163.76,164.90,162.02,163.51,10419502
20-Aug-09,160.20,162.84,160.10,162.33,7620676
19-Aug-09,159.11,160.50,158.00,159.93,8840186
18-Aug-09,159.67,160.90,159.49,160.48,8092636
17-Aug-09,159.32,159.61,157.20,157.25,10148838
14-Aug-09,163.97,164.39,160.79,162.73,6756830
13-Aug-09,165.24,165.49,162.61,164.48,8924233
12-Aug-09,159.87,164.39,159.57,163.76,9850618
10-Aug-09,163.20,163.88,159.40,160.36,8912268
7-Aug-09,168.30,168.30,162.73,163.65,10773183
6-Aug-09,169.40,170.94,165.81,166.75,8203319
5-Aug-09,165.75,168.96,164.61,168.64,9596572
4-Aug-09,162.99,165.47,162.96,165.17,8811429
3-Aug-09,165.20,166.29,163.30,164.10,8366754
31-Jul-09,162.37,163.87,161.30,163.30,7722220
30-Jul-09,161.11,164.10,160.71,162.42,9419252
29-Jul-09,159.21,160.98,157.90,159.44,9114655
28-Jul-09,162.30,162.39,159.50,160.54,10244758
27-Jul-09,164.70,165.47,162.00,163.87,7618420
24-Jul-09,164.43,165.00,162.81,164.72,7298912
23-Jul-09,160.20,166.42,159.30,165.45,12293715
22-Jul-09,158.19,161.25,157.34,160.46,9504527
21-Jul-09,159.89,160.01,157.02,159.80,10894063
20-Jul-09,157.75,160.73,157.28,160.03,12439501
17-Jul-09,155.87,157.94,155.52,156.84,9620374
16-Jul-09,155.00,157.99,153.81,156.84,12651038
15-Jul-09,152.01,155.98,150.63,155.26,21144211
14-Jul-09,148.98,151.15,148.08,149.66,28816553
13-Jul-09,146.72,149.85,145.05,149.44,23817770
10-Jul-09,142.35,144.87,141.20,141.87,12685185
9-Jul-09,141.76,144.89,140.91,143.21,15028760
8-Jul-09,142.45,142.93,135.23,138.55,19403773
7-Jul-09,146.24,146.97,142.30,142.54,9504687
6-Jul-09,142.66,146.46,142.26,146.46,11761511
3-Jul-09,143.49,143.49,143.49,143.49,0
2-Jul-09,145.86,146.20,143.28,143.49,7686379
1-Jul-09,147.59,148.88,146.62,147.32,7506299
30-Jun-09,149.40,149.80,146.24,147.44,9618033
29-Jun-09,147.50,149.50,146.10,149.36,7840419
26-Jun-09,144.49,148.19,143.93,146.74,9841066
25-Jun-09,141.57,144.62,140.85,144.43,10130856
24-Jun-09,142.53,144.69,141.31,142.65,11535384
23-Jun-09,138.34,141.22,137.60,141.19,11061393
22-Jun-09,141.87,143.52,137.01,137.01,13942387
19-Jun-09,143.19,144.39,141.53,143.13,9474856
18-Jun-09,139.96,143.70,139.63,143.09,10532237
17-Jun-09,144.09,144.09,139.03,139.73,14054513
16-Jun-09,143.94,145.85,143.26,144.16,10136715
15-Jun-09,144.17,145.60,142.90,143.01,8745325
12-Jun-09,144.38,146.43,144.15,145.64,8210702
11-Jun-09,146.12,147.95,145.00,145.15,12086486
10-Jun-09,149.93,149.99,144.52,146.68,14355426
9-Jun-09,149.00,150.79,148.10,149.31,11570665
8-Jun-09,147.55,149.44,146.19,148.35,10911597
5-Jun-09,151.05,151.17,148.70,149.01,12820051
4-Jun-09,144.65,149.75,144.40,149.47,17170241
3-Jun-09,141.91,143.31,140.74,142.15,11812894
2-Jun-09,143.25,144.97,142.01,143.13,11991406
1-Jun-09,145.80,147.37,143.31,144.33,18407279
29-May-09,145.81,145.90,141.28,144.57,14133724
28-May-09,141.65,145.29,139.29,144.65,14805087
27-May-09,142.22,145.49,140.01,140.01,16703716
26-May-09,134.61,142.07,134.61,142.05,13775312
25-May-09,136.35,136.35,136.35,136.35,0
22-May-09,137.78,138.99,136.05,136.35,9065519
21-May-09,134.05,139.45,133.92,137.16,16135416
20-May-09,142.31,142.63,136.02,136.44,21441043
19-May-09,142.59,144.86,141.15,141.15,15331473
18-May-09,137.20,143.15,136.78,143.15,18622661
15-May-09,134.02,136.10,132.20,134.40,14754645
14-May-09,129.12,134.44,128.94,133.60,17417516
13-May-09,133.20,133.39,128.06,129.26,18621278
12-May-09,137.03,138.40,132.21,135.41,21101321
11-May-09,136.85,138.96,134.83,135.78,18395009
8-May-09,134.89,139.59,133.15,139.59,19156598
7-May-09,140.98,141.56,131.81,133.73,23188551
6-May-09,136.80,140.36,136.05,139.22,20517670
5-May-09,132.90,136.20,132.55,135.20,16813748
4-May-09,127.51,134.43,126.16,134.16,23435904
1-May-09,127.90,130.27,126.16,127.08,17540245
30-Apr-09,128.52,129.65,125.18,128.50,24838895
29-Apr-09,122.02,127.94,121.60,127.18,23009653
28-Apr-09,120.17,122.25,119.80,120.67,14912581
27-Apr-09,119.34,124.37,119.34,120.90,19131352
24-Apr-09,123.25,123.70,120.25,121.30,22410665
23-Apr-09,121.64,122.97,118.21,122.81,20137646
22-Apr-09,118.61,124.80,117.84,120.49,28224161
21-Apr-09,113.76,121.03,113.38,120.36,24778654
20-Apr-09,116.97,118.90,115.00,115.01,21609466
17-Apr-09,120.84,122.96,118.96,120.60,21848615
16-Apr-09,123.09,123.67,119.58,121.19,23580154
15-Apr-09,116.72,122.10,113.57,121.19,41345774
14-Apr-09,123.76,124.24,115.10,115.11,79935753
13-Apr-09,122.81,131.27,122.50,130.15,36460715
10-Apr-09,124.33,124.33,124.33,124.33,0
9-Apr-09,119.79,124.98,117.45,124.33,25610659
8-Apr-09,117.37,117.55,112.50,114.75,20412166
7-Apr-09,114.00,119.76,113.57,116.08,22188514
6-Apr-09,116.00,117.95,114.05,116.65,21100063
3-Apr-09,112.80,119.76,112.55,119.40,23644519
2-Apr-09,115.21,115.90,112.50,114.22,30059186
1-Apr-09,104.10,111.34,103.94,110.29,24882974
31-Mar-09,102.81,108.50,102.48,106.02,25927355
30-Mar-09,104.11,105.05,100.46,100.46,21363797
27-Mar-09,109.61,111.50,107.82,108.08,21572565
26-Mar-09,112.00,113.19,109.45,111.99,28851131
25-Mar-09,111.13,113.91,106.13,112.95,32808129
24-Mar-09,110.59,115.65,109.34,110.60,30924648
23-Mar-09,102.50,111.93,101.30,111.93,33595204
20-Mar-09,99.51,100.50,95.10,97.32,29143142
19-Mar-09,104.65,105.77,99.26,99.30,28584222
18-Mar-09,97.58,106.79,96.70,105.25,34385290
17-Mar-09,92.64,99.01,92.55,98.99,23362016
16-Mar-09,100.33,101.41,93.19,93.90,28250021
13-Mar-09,97.79,99.84,95.64,98.80,30963595
12-Mar-09,92.03,97.50,90.18,97.25,30824626
11-Mar-09,86.89,93.50,85.58,92.39,38005897
10-Mar-09,77.68,85.45,77.10,85.28,35007177
9-Mar-09,73.77,77.40,72.78,73.95,23656424
6-Mar-09,82.33,84.48,73.25,75.65,33492921
5-Mar-09,82.88,85.70,79.35,81.72,24833125
4-Mar-09,84.90,88.00,81.50,85.47,28053665
3-Mar-09,88.33,88.84,80.29,82.37,30943519
2-Mar-09,87.86,90.21,85.56,86.27,24074128
27-Feb-09,88.63,93.38,87.50,91.08,26046640
26-Feb-09,92.30,94.00,90.02,92.15,27519668
25-Feb-09,91.55,93.50,87.30,89.92,36253684
24-Feb-09,81.53,93.09,81.51,92.98,33115900
23-Feb-09,86.51,87.77,79.79,80.07,22305565
20-Feb-09,81.95,87.15,79.27,84.59,36148445
19-Feb-09,86.41,88.87,85.53,86.01,24479315
18-Feb-09,87.69,87.69,81.07,84.50,32610761
17-Feb-09,92.26,92.48,84.79,85.71,31085792
13-Feb-09,95.00,97.98,94.50,96.45,22980565
12-Feb-09,92.65,96.20,91.47,95.58,22915372
11-Feb-09,91.75,94.94,90.42,94.71,19561384
10-Feb-09,96.79,97.89,89.70,90.40,29866528
9-Feb-09,97.02,98.66,94.63,97.89,18745502
6-Feb-09,94.27,96.58,91.56,96.57,26559786
5-Feb-09,86.77,94.70,86.26,92.85,33850338
4-Feb-09,83.70,89.92,83.45,87.97,29780451
3-Feb-09,84.30,84.50,79.80,82.81,19445931
2-Feb-09,78.78,84.00,78.57,83.57,18487865
30-Jan-09,83.59,84.78,79.35,80.73,20347665
29-Jan-09,85.13,86.59,82.12,82.72,21634815
28-Jan-09,84.28,89.10,83.37,87.70,34388608
27-Jan-09,75.51,78.65,74.77,78.26,20691123
26-Jan-09,76.06,78.75,72.77,74.20,18744776
23-Jan-09,67.87,75.35,67.12,74.91,21924074
22-Jan-09,67.28,73.69,65.53,71.03,24608185
21-Jan-09,63.39,70.10,63.25,69.90,38183318
20-Jan-09,69.60,70.26,59.13,59.20,33135562
16-Jan-09,75.98,76.50,69.95,73.05,26051647
15-Jan-09,75.03,76.20,69.00,73.83,25821082
14-Jan-09,75.88,76.88,73.45,75.69,18422528
13-Jan-09,74.16,78.88,73.71,77.92,25866499
12-Jan-09,83.36,83.76,76.43,77.67,15778764
9-Jan-09,85.91,86.87,80.41,83.92,12226114
8-Jan-09,83.52,86.52,82.68,85.41,13448016
7-Jan-09,86.91,87.85,83.65,84.50,12589410
6-Jan-09,90.05,92.20,87.72,88.71,21555887
5-Jan-09,85.81,90.95,85.46,88.78,16009641
2-Jan-09,84.02,87.62,82.19,86.76,14139228
1-Jan-09,84.39,84.39,84.39,84.39,0
31-Dec-08,82.24,86.15,81.12,84.39,14899582
30-Dec-08,77.29,82.06,76.31,82.06,11044035
29-Dec-08,76.43,77.11,75.03,76.56,6334491
26-Dec-08,76.83,77.44,75.31,75.97,4680445
25-Dec-08,76.44,76.44,76.44,76.44,0
24-Dec-08,75.54,76.74,75.26,76.44,3166282
23-Dec-08,77.41,78.00,75.05,75.20,9714665
22-Dec-08,80.00,80.13,74.89,77.00,13178763
19-Dec-08,79.37,80.73,77.65,80.73,20385359
18-Dec-08,79.67,81.19,78.25,80.05,20000037
17-Dec-08,75.33,81.29,74.14,79.20,24992934
16-Dec-08,69.57,78.00,68.54,76.00,44131051
15-Dec-08,67.12,68.31,65.11,66.46,13831522
12-Dec-08,65.70,70.55,65.50,67.74,15813137
11-Dec-08,70.35,74.00,69.09,69.71,15488329
10-Dec-08,73.80,73.90,69.35,71.53,14107096
9-Dec-08,75.42,77.87,71.56,72.77,17137543
8-Dec-08,73.87,78.53,73.52,77.15,22760190
5-Dec-08,66.76,71.20,65.02,70.72,23969912
4-Dec-08,68.19,70.65,66.04,67.53,23839952
3-Dec-08,63.07,69.87,62.12,68.95,29041747
2-Dec-08,63.65,67.00,60.22,65.00,35326998
1-Dec-08,75.80,75.80,64.19,65.76,28607889
28-Nov-08,75.94,81.19,74.24,78.99,11534700
27-Nov-08,76.50,76.50,76.50,76.50,0
26-Nov-08,69.63,78.45,69.40,76.50,25013949
25-Nov-08,71.41,74.50,66.52,71.78,38668458
24-Nov-08,56.13,70.10,55.27,67.42,44623330
21-Nov-08,54.54,54.54,47.41,53.31,39597150
20-Nov-08,54.00,57.54,49.00,52.00,55617937
19-Nov-08,61.33,63.45,54.54,55.18,30490814
18-Nov-08,62.73,65.50,60.56,62.03,25755349
17-Nov-08,64.79,66.33,61.75,62.49,20307959
14-Nov-08,67.85,70.00,65.12,66.73,22186261
13-Nov-08,67.79,70.40,61.02,69.99,40002800
12-Nov-08,71.99,73.64,64.54,66.79,34436556
11-Nov-08,69.88,75.42,66.68,74.68,47603417
10-Nov-08,78.77,79.22,68.51,71.21,47529674
7-Nov-08,81.45,81.85,75.00,77.78,31305500
6-Nov-08,85.91,88.80,79.41,80.72,25535200
5-Nov-08,92.78,94.71,86.50,87.43,15350400
4-Nov-08,90.69,95.00,87.18,95.00,21918300
3-Nov-08,92.00,95.25,87.31,89.09,19578300
31-Oct-08,88.98,95.00,87.20,92.50,24726500
30-Oct-08,101.16,101.25,88.01,91.11,29496400
29-Oct-08,93.35,102.71,88.66,97.66,27530400
28-Oct-08,96.99,97.25,82.22,93.57,49624600
27-Oct-08,96.80,102.00,91.47,92.88,20434000
24-Oct-08,96.00,105.00,96.00,100.40,24252500
23-Oct-08,113.98,116.00,101.71,108.58,25428800
22-Oct-08,117.19,120.19,111.00,115.06,15383000
21-Oct-08,120.84,123.62,118.83,121.35,13447100
20-Oct-08,117.55,123.80,115.65,121.50,16818200
17-Oct-08,110.24,118.59,107.00,114.30,18255000
16-Oct-08,115.00,118.49,104.00,112.40,27675800
15-Oct-08,114.45,120.71,110.79,113.15,21517000
14-Oct-08,125.97,128.00,117.32,122.90,40153100
13-Oct-08,98.93,115.65,91.00,111.00,44595300
10-Oct-08,86.11,99.40,74.00,88.80,69446500
9-Oct-08,117.75,118.94,100.00,101.35,27929000
8-Oct-08,110.00,121.00,107.55,113.00,17933500
7-Oct-08,127.51,127.51,112.02,115.15,16783700
6-Oct-08,122.10,127.17,115.00,124.00,21187600
3-Oct-08,132.84,142.00,126.94,128.00,15746600
2-Oct-08,132.17,133.21,128.05,131.54,10836300
1-Oct-08,127.32,135.35,124.99,134.50,13669000
30-Sep-08,126.89,130.00,124.50,128.00,12736400
29-Sep-08,134.49,134.62,105.00,120.70,23072200
26-Sep-08,132.49,137.99,129.51,137.99,15436300
25-Sep-08,134.25,137.99,128.76,135.50,18689900
24-Sep-08,128.44,133.70,126.02,133.00,41228100
23-Sep-08,118.89,125.95,113.01,125.05,18888800
22-Sep-08,132.78,135.64,120.43,120.78,20859700
19-Sep-08,142.51,144.98,115.50,129.80,38851800
18-Sep-08,106.00,120.00,85.88,108.00,10604000
17-Sep-08,120.80,126.60,97.78,114.50,9413200
16-Sep-08,116.13,135.29,116.13,133.01,48151500
15-Sep-08,142.28,151.40,130.43,135.50,41574500
12-Sep-08,154.38,161.77,152.35,154.21,15201800
11-Sep-08,151.36,159.42,149.87,157.03,20260200
10-Sep-08,159.90,161.00,155.73,157.59,12819200
9-Sep-08,167.30,168.38,160.50,161.67,12193200
8-Sep-08,171.00,172.45,162.51,169.73,14489100
5-Sep-08,157.77,163.71,157.72,163.24,7328900
4-Sep-08,166.15,167.50,160.00,160.90,7741000
3-Sep-08,163.97,167.92,162.03,167.61,6629200
2-Sep-08,167.50,168.91,162.70,165.32,8083600
29-Aug-08,160.56,165.00,160.27,163.97,7433300
28-Aug-08,157.24,161.83,156.67,161.83,8496500
27-Aug-08,154.71,155.88,153.41,155.48,6562200
26-Aug-08,155.51,157.86,153.38,155.91,5976400
25-Aug-08,158.59,158.66,155.11,155.71,5967000
22-Aug-08,159.99,160.81,156.80,159.81,7951100
21-Aug-08,155.79,158.00,152.59,156.42,14485700
20-Aug-08,158.13,160.44,155.30,158.25,9320300
19-Aug-08,158.49,161.75,156.90,158.00,8928400
18-Aug-08,162.26,162.68,159.70,160.04,6998200
15-Aug-08,167.40,167.69,162.34,163.18,8331600
14-Aug-08,164.61,168.90,164.11,166.59,8633400
13-Aug-08,167.00,169.40,162.40,164.90,12303100
12-Aug-08,173.30,173.48,166.56,167.30,13389200
11-Aug-08,176.38,183.20,175.07,178.00,8483800
8-Aug-08,172.76,178.45,172.02,175.95,6592700
7-Aug-08,177.22,178.50,171.15,172.33,8632000
6-Aug-08,179.00,180.90,177.50,179.55,5799300
5-Aug-08,178.89,180.83,175.50,180.77,8668400
4-Aug-08,179.66,180.59,176.20,177.86,7536900
1-Aug-08,185.00,186.00,178.66,182.00,7436900
31-Jul-08,183.06,186.07,182.40,184.04,5972400
30-Jul-08,184.00,186.83,180.96,186.17,9677900
29-Jul-08,174.63,181.88,173.36,181.63,10414200
28-Jul-08,178.94,182.28,172.23,172.90,9248500
25-Jul-08,181.26,182.00,176.17,178.66,7175300
24-Jul-08,188.49,188.49,179.77,180.26,8359900
23-Jul-08,187.98,190.04,184.69,187.87,9847900
22-Jul-08,178.46,188.04,177.30,188.04,10970800
21-Jul-08,184.16,184.65,179.05,180.78,8689500
18-Jul-08,183.08,183.50,178.06,182.84,11563300
17-Jul-08,175.62,184.45,174.85,181.24,23582500
16-Jul-08,161.21,173.27,159.15,172.86,19132300
15-Jul-08,157.04,163.61,152.25,157.80,25493600
14-Jul-08,167.92,168.00,158.57,158.67,15607100
11-Jul-08,166.35,167.88,158.50,162.48,24410500
10-Jul-08,167.51,173.30,166.25,170.16,14082600
9-Jul-08,175.85,177.47,167.50,169.02,12461300
8-Jul-08,171.37,176.00,166.74,174.90,16543200
7-Jul-08,180.69,181.91,167.39,169.82,16996500
3-Jul-08,180.30,182.36,178.26,178.89,6053800
2-Jul-08,176.77,182.64,175.19,178.79,16204200
1-Jul-08,173.13,177.06,170.23,175.33,13879700
30-Jun-08,175.56,178.26,173.29,174.90,9289100
27-Jun-08,177.01,178.28,172.29,174.56,12106300
26-Jun-08,179.01,180.50,175.20,176.26,13458700
25-Jun-08,183.11,187.01,183.09,183.65,10805900
24-Jun-08,177.62,184.60,177.34,181.98,12639900
23-Jun-08,184.60,184.60,177.01,178.59,9807300
20-Jun-08,185.02,186.70,182.85,183.77,11203600
19-Jun-08,183.69,186.98,181.11,186.93,10495900
18-Jun-08,176.66,185.35,175.56,182.77,16128900
17-Jun-08,185.04,185.89,179.14,179.44,22606700
16-Jun-08,177.74,184.75,176.61,182.09,16294700
13-Jun-08,169.47,178.56,169.40,178.29,14280500
12-Jun-08,163.24,169.69,163.24,166.75,11635600
11-Jun-08,167.00,167.25,161.21,162.40,16436800
10-Jun-08,163.75,169.43,163.21,167.21,10986200
9-Jun-08,170.85,172.68,163.35,165.76,12908400
6-Jun-08,175.07,175.07,169.44,169.44,10480400
5-Jun-08,173.21,177.44,173.19,176.60,9700900
4-Jun-08,170.00,175.56,169.55,172.10,10757100
3-Jun-08,173.35,173.66,167.60,170.58,13155500
2-Jun-08,177.00,177.70,170.81,172.34,9773000
30-May-08,177.80,178.86,175.85,176.41,5647800
29-May-08,174.49,179.50,174.00,176.24,7728800
28-May-08,174.76,175.93,172.21,174.83,6994000
27-May-08,171.76,174.70,170.80,173.92,8345300
23-May-08,176.01,176.50,171.23,172.64,8048400
22-May-08,176.20,179.92,175.00,177.20,8501000
21-May-08,182.55,183.66,178.01,178.60,8558500
20-May-08,183.33,184.90,181.25,182.43,6505800
19-May-08,185.67,189.32,183.47,184.40,5679800
16-May-08,189.55,189.61,186.00,187.14,6101300
15-May-08,189.78,189.80,185.32,188.62,8004000
14-May-08,190.60,192.49,189.34,190.13,5001800
13-May-08,191.18,193.00,189.02,190.33,5756900
12-May-08,189.45,192.70,187.34,192.08,5611800
9-May-08,186.02,189.98,185.69,188.09,6433600
8-May-08,190.75,191.39,185.26,187.72,9771700
7-May-08,197.60,198.44,189.54,189.76,7050600
6-May-08,194.60,199.25,193.11,197.61,7255000
5-May-08,198.61,201.12,196.15,197.12,6359700
2-May-08,203.39,203.39,198.00,200.27,9256900
1-May-08,191.77,199.19,190.85,199.05,9402500
30-Apr-08,193.38,194.93,189.82,191.37,10028000
29-Apr-08,190.25,192.68,188.25,192.68,6948700
28-Apr-08,192.49,192.50,189.89,190.24,6209700
25-Apr-08,190.26,192.49,188.37,192.00,12010800
24-Apr-08,180.34,189.39,179.36,188.79,13045000
23-Apr-08,180.84,183.20,178.00,179.35,7254700
22-Apr-08,179.78,181.37,178.50,179.76,6108200
21-Apr-08,179.57,181.75,178.29,180.40,7222600
18-Apr-08,176.91,183.03,176.91,179.93,16572200
17-Apr-08,167.74,173.50,167.10,172.10,8482900
16-Apr-08,166.15,169.17,165.91,169.05,9240600
15-Apr-08,165.06,165.95,161.68,164.20,9076600
14-Apr-08,166.45,167.55,163.35,163.59,9659900
11-Apr-08,168.00,171.87,166.87,167.30,11301500
10-Apr-08,173.90,173.90,168.87,170.55,14698500
9-Apr-08,178.25,178.90,173.15,174.14,11306000
8-Apr-08,177.30,181.50,176.76,178.90,8579800
7-Apr-08,178.56,181.75,176.93,178.73,10092100
4-Apr-08,176.55,179.33,174.00,175.40,8350400
3-Apr-08,174.79,179.15,172.88,176.53,10722800
2-Apr-08,177.00,181.62,176.10,176.87,11939300
1-Apr-08,171.49,176.99,170.21,176.86,14274300
31-Mar-08,164.17,168.49,162.85,165.39,8907000
28-Mar-08,169.57,170.50,163.39,164.45,11901000
27-Mar-08,176.61,177.24,167.38,168.14,15110100
26-Mar-08,178.49,179.05,174.33,175.48,11567500
25-Mar-08,177.51,182.65,177.14,179.63,11551700
24-Mar-08,179.00,184.52,176.15,178.88,15371200
20-Mar-08,166.30,180.36,166.21,179.63,20144600
19-Mar-08,177.94,178.46,165.40,166.49,23946400
18-Mar-08,164.96,175.88,159.76,175.59,41417600
17-Mar-08,142.03,154.12,140.27,151.02,37746300
14-Mar-08,167.00,167.80,155.00,156.86,26671200
13-Mar-08,160.44,167.30,156.76,165.44,18528700
12-Mar-08,164.03,170.06,162.61,163.01,14064300
11-Mar-08,161.90,164.84,157.50,163.07,20144400
10-Mar-08,159.99,164.78,155.23,155.58,13688500
7-Mar-08,157.00,163.32,157.00,160.07,14926500
6-Mar-08,162.95,163.59,158.13,158.65,15047800
5-Mar-08,163.91,168.31,162.67,164.97,13240700
4-Mar-08,163.61,166.44,160.20,163.60,17754000
3-Mar-08,169.29,169.29,164.31,165.08,11831600
29-Feb-08,174.39,175.54,169.00,169.63,11031400
28-Feb-08,180.28,180.28,175.57,176.70,8779100
27-Feb-08,171.84,181.28,171.51,180.80,15853100
26-Feb-08,175.48,178.00,171.87,172.70,11447100
25-Feb-08,175.35,178.00,172.07,177.36,12798200
22-Feb-08,175.55,178.00,171.39,177.71,9566500
21-Feb-08,178.50,179.20,174.72,175.17,8172100
20-Feb-08,171.97,178.85,171.82,177.25,10697700
19-Feb-08,180.31,181.37,172.68,173.80,10301200
15-Feb-08,175.10,178.79,173.37,178.41,12326800
14-Feb-08,178.50,181.10,176.50,176.56,10864600
13-Feb-08,180.29,181.73,176.50,180.18,13828400
12-Feb-08,186.18,186.25,178.50,180.65,18236700
11-Feb-08,187.87,190.00,185.50,185.87,8812100
8-Feb-08,189.00,190.64,185.70,187.07,7826400
7-Feb-08,185.77,193.77,185.32,190.46,10814600
6-Feb-08,191.48,192.85,186.25,187.17,9627800
5-Feb-08,194.66,197.31,189.61,189.86,12934000
4-Feb-08,207.84,208.00,199.20,200.80,9029400
1-Feb-08,199.15,208.78,198.00,207.78,12133900
31-Jan-08,196.45,203.21,195.00,199.55,14447600
30-Jan-08,195.27,205.97,193.40,198.55,17497500
29-Jan-08,197.04,198.36,194.07,196.05,7080900
28-Jan-08,190.62,196.46,190.62,196.25,10179700
25-Jan-08,201.51,202.00,189.91,191.37,13935700
24-Jan-08,200.10,201.00,194.20,199.20,11876500
23-Jan-08,186.04,199.97,184.59,199.39,17474800
22-Jan-08,178.17,192.83,174.05,190.69,18779200
18-Jan-08,192.17,193.39,184.60,187.21,14852900
17-Jan-08,198.29,199.50,189.66,190.98,12132300
16-Jan-08,193.31,201.78,192.40,197.50,12867700
15-Jan-08,199.55,199.55,192.36,193.29,11038100
14-Jan-08,200.17,202.22,199.03,201.65,9321800
11-Jan-08,196.96,200.68,194.57,198.74,12323200
10-Jan-08,189.35,199.40,187.04,196.91,14772100
9-Jan-08,189.04,192.20,183.70,191.75,15765200
8-Jan-08,195.81,199.50,189.00,189.50,13273900
7-Jan-08,200.23,200.25,189.99,194.73,15985500
4-Jan-08,201.00,204.00,198.29,199.93,10044300
3-Jan-08,208.92,209.04,204.14,204.84,7608400
2-Jan-08,214.80,215.05,206.60,207.60,9491100
31-Dec-07,211.59,216.79,209.50,215.05,5779300
28-Dec-07,214.45,214.77,211.81,211.94,4043600
27-Dec-07,214.88,217.80,211.95,211.95,5129400
26-Dec-07,214.09,217.37,211.55,216.69,4261100
24-Dec-07,211.00,214.95,210.70,214.32,3371100
21-Dec-07,205.85,210.25,205.02,209.60,10394700
20-Dec-07,206.06,206.72,200.65,202.67,9995300
19-Dec-07,202.68,206.10,200.64,204.16,11827500
18-Dec-07,209.80,210.53,196.90,201.51,28079800
17-Dec-07,209.76,211.81,207.00,208.63,13234100
14-Dec-07,208.74,215.20,207.70,210.67,10214600
13-Dec-07,209.85,214.24,204.94,208.48,16868600
12-Dec-07,217.05,220.85,208.50,212.58,17588600
11-Dec-07,224.11,227.45,210.69,211.15,12722900
10-Dec-07,219.19,224.31,218.01,224.21,8364400
7-Dec-07,223.01,224.04,217.03,217.89,7705200
6-Dec-07,214.50,223.35,214.29,222.51,9898300
5-Dec-07,219.46,220.00,214.23,218.26,12415300
4-Dec-07,221.06,223.46,215.22,215.22,10577000
3-Dec-07,226.09,229.35,223.60,226.89,6760600
30-Nov-07,232.65,234.22,224.77,226.64,11678800
29-Nov-07,226.02,228.31,222.50,224.38,9725800
28-Nov-07,217.58,227.86,214.69,227.52,15567300
27-Nov-07,210.00,213.98,206.19,213.33,11865600
26-Nov-07,214.65,217.45,205.42,207.45,9738600
23-Nov-07,212.52,216.48,211.80,216.48,4705700
21-Nov-07,213.41,215.27,206.44,209.50,14758800
20-Nov-07,220.40,226.23,213.50,217.48,13278800
19-Nov-07,223.52,228.40,216.62,220.54,10969900
16-Nov-07,228.26,229.57,222.57,225.25,9921600
15-Nov-07,230.11,233.69,223.74,227.02,10190100
14-Nov-07,239.75,240.05,231.04,233.31,13478900
13-Nov-07,220.94,233.04,218.34,233.04,17278400
12-Nov-07,210.90,221.19,208.24,214.71,14361900
9-Nov-07,202.57,218.59,202.57,211.33,16879300
8-Nov-07,213.67,218.00,201.57,209.94,20182600
7-Nov-07,218.90,221.79,213.16,214.18,13076300
6-Nov-07,221.74,224.07,213.59,223.16,15466700
5-Nov-07,220.00,224.90,212.80,218.39,20134900
2-Nov-07,241.80,241.80,223.44,229.60,24845100
1-Nov-07,243.55,244.41,238.75,240.21,12491600
31-Oct-07,240.36,250.70,240.00,247.92,14290400
30-Oct-07,241.25,246.40,239.45,240.33,10227500
29-Oct-07,236.22,244.98,235.07,243.81,9852900
26-Oct-07,232.86,236.99,229.36,235.92,9249500
25-Oct-07,224.11,230.00,221.81,226.66,11979100
24-Oct-07,222.76,225.82,215.80,225.12,12595000
23-Oct-07,223.63,225.87,220.91,223.76,8151400
22-Oct-07,216.52,224.25,213.00,222.18,12105400
19-Oct-07,226.15,227.47,217.60,217.69,12981700
18-Oct-07,224.90,228.31,224.22,227.85,6478000
17-Oct-07,228.25,230.48,223.08,227.62,8986800
16-Oct-07,227.76,228.00,223.20,224.83,7287500
15-Oct-07,233.25,234.31,227.42,229.34,6978000
12-Oct-07,230.67,234.20,229.73,233.56,6407700
